,CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
397460,Japan,JPN,"Enrolment in secondary general, both sexes (number)",SE.SEC.ENRL.GC,1971,7093443.0
397461,Japan,JPN,"Enrolment in secondary vocational, both sexes (number)",SE.SEC.ENRL.VO,1971,1626465.0
397462,Japan,JPN,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,1971,17859410989145.6
397463,Japan,JPN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1971,11.4818667371069
397464,Japan,JPN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,1971,15.995468857911101
397465,Japan,JPN,Exports of goods and services (constant 2005 US$),NE.EXP.GNFS.KD,1971,85367344198.6395
397466,Japan,JPN,Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,1971,8356624968100.0
397467,Japan,JPN,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,1971,9508616821800.0
397468,Japan,JPN,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1971,27114974296.3411
397469,Japan,JPN,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,1971,2.62549386850865
397470,Japan,JPN,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,1971,-3941359309500.0
397471,Japan,JPN,External balance on goods and services (current LCU),NE.RSB.GNFS.CN,1971,2174281912100.0
397472,Japan,JPN,External balance on goods and services (current US$),NE.RSB.GNFS.CD,1971,6200228620.46831
397473,Japan,JPN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1971,2.16
397474,Japan,JPN,Final consumption expenditure (constant 2005 US$),NE.CON.TOTL.KD,1971,1235894527470.2
397475,Japan,JPN,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,1971,130473638060700.0
397476,Japan,JPN,Final consumption expenditure (current LCU),NE.CON.TOTL.CN,1971,50756503098100.0
397477,Japan,JPN,Final consumption expenditure (current US$),NE.CON.TOTL.CD,1971,144738325528.25598
397478,Japan,JPN,"Final consumption expenditure, etc. (% of GDP)",NE.CON.TETC.ZS,1971,61.7803770546645
397479,Japan,JPN,"Final consumption expenditure, etc. (annual % growth)",NE.CON.TETC.KD.ZG,1971,6.0303203540748
397480,Japan,JPN,"Final consumption expenditure, etc. (constant 2005 US$)",NE.CON.TETC.KD,1971,1170624679367.46
397481,Japan,JPN,"Final consumption expenditure, etc. (constant LCU)",NE.CON.TETC.KN,1971,123161325208600.0
397482,Japan,JPN,"Final consumption expenditure, etc. (current LCU)",NE.CON.TETC.CN,1971,51162928987900.0
397483,Japan,JPN,"Final consumption expenditure, etc. (current US$)",NE.CON.TETC.CD,1971,145897298253.924
397484,Japan,JPN,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,1971,3.01480502099135
397485,Japan,JPN,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,1971,18.1839541159188
397486,Japan,JPN,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,1971,90.0
397487,Japan,JPN,"Food, beverages and tobacco (% of value added in manufacturing)",NV.MNF.FBTO.ZS.UN,1971,8.618756533765369
397488,Japan,JPN,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,1971,0.252119522032929
397489,Japan,JPN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1971,96.51399786561028
397490,Japan,JPN,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1971,0.260515194820606
397491,Japan,JPN,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,1971,24.113837749979897
397492,Japan,JPN,GDP (constant LCU),NY.GDP.MKTP.KN,1971,171888735487500.0
397493,Japan,JPN,GDP (current LCU),NY.GDP.MKTP.CN,1971,82814206431000.0
397494,Japan,JPN,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,1971,1656395766149.6
397495,Japan,JPN,GDP at market prices (current US$),NY.GDP.MKTP.CD,1971,236154755295.24695
397496,Japan,JPN,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1971,48.178960765595
397497,Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1971,4.69899204223955
397498,Japan,JPN,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1971,15671.171046951202
397499,Japan,JPN,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1971,1626240.43716946
397500,Japan,JPN,GDP per capita (current LCU),NY.GDP.PCAP.CN,1971,783505.742178113
397501,Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,1971,2234.26166584905
397502,Japan,JPN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1971,3.3597578422044903
397503,Japan,JPN,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,1971,11.420553973285001
397504,Japan,JPN,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,1971,8.04026392573347
397505,Japan,JPN,General government final consumption expenditure (constant 2005 US$),NE.CON.GOVT.KD,1971,251235472944.398
397506,Japan,JPN,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,1971,27062997615300.0
397507,Japan,JPN,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,1971,9457841143000.0
397508,Japan,JPN,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1971,26970181288.9728
397509,Japan,JPN,GNI (constant 2005 US$),NY.GNP.MKTP.KD,1971,1653620740608.77
397510,Japan,JPN,GNI (constant LCU),NY.GNP.MKTP.KN,1971,171682040482466.0
397511,Japan,JPN,GNI (current LCU),NY.GNP.MKTP.CN,1971,82723555732600.0
397512,Japan,JPN,GNI (current US$),NY.GNP.MKTP.CD,1971,235896253832.508
397513,Japan,JPN,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1971,4.77551844248893
397514,Japan,JPN,GNI per capita (constant 2005 US$),NY.GNP.PCAP.KD,1971,15644.9165123775
397515,Japan,JPN,GNI per capita (constant LCU),NY.GNP.PCAP.KN,1971,1624284.89439119
397516,Japan,JPN,GNI per capita (current LCU),NY.GNP.PCAP.CN,1971,782648.095334778
397517,Japan,JPN,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,1971,3.43530537178451
397518,Japan,JPN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1971,2090.0
397519,Japan,JPN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1971,220687552556.475
397520,Japan,JPN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1971,3.7181900000000003
397521,Japan,JPN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,1971,35.594129076826896
397522,Japan,JPN,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,1971,0.8647228905901579
397523,Japan,JPN,Gross capital formation (constant 2005 US$),NE.GDI.TOTL.KD,1971,499646705614.683
397524,Japan,JPN,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1971,54146385268100.0
397525,Japan,JPN,Gross capital formation (current LCU),NE.GDI.TOTL.CN,1971,29476995531000.0
397526,Japan,JPN,Gross capital formation (current US$),NE.GDI.TOTL.CD,1971,84057228420.8548
397527,Japan,JPN,Gross domestic income (constant 2005 US$),NY.GDY.TOTL.KD,1971,1929200000000.0
397528,Japan,JPN,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,1971,181391521508546.0
397529,Japan,JPN,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,1971,38.219622945335495
397530,Japan,JPN,Gross domestic savings (constant LCU),NY.GDS.TOTL.KN,1971,59027918288399.3
397531,Japan,JPN,Gross domestic savings (current LCU),NY.GDS.TOTL.CN,1971,31651277443100.0
397532,Japan,JPN,Gross domestic savings (current US$),NY.GDS.TOTL.CD,1971,90257457041.3231
397533,Japan,JPN,"Gross enrolment ratio, pre-primary, both sexes (%)",SE.PRE.ENRR,1971,32.58245
397534,Japan,JPN,"Gross enrolment ratio, pre-primary, female (%)",SE.PRE.ENRR.FE,1971,32.63386
397535,Japan,JPN,"Gross enrolment ratio, pre-primary, male (%)",SE.PRE.ENRR.MA,1971,32.53335
397536,Japan,JPN,"Gross enrolment ratio, primary and secondary, gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1971,0.99508
397537,Japan,JPN,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1971,100.137
397538,Japan,JPN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,1971,100.04732
397539,Japan,JPN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1971,0.99825
397540,Japan,JPN,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,1971,100.22285
397541,Japan,JPN,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,1971,86.45251999999999
397542,Japan,JPN,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,1971,86.13237
397543,Japan,JPN,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1971,0.99272
397544,Japan,JPN,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,1971,86.76358
397545,Japan,JPN,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,1971,17.640620000000002
397546,Japan,JPN,"Gross enrolment ratio, tertiary, female (%)",SE.TER.ENRR.FE,1971,9.937439999999999
397547,Japan,JPN,"Gross enrolment ratio, tertiary, gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1971,0.39196
397548,Japan,JPN,"Gross enrolment ratio, tertiary, male (%)",SE.TER.ENRR.MA,1971,25.35349
397549,Japan,JPN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,1971,34.2286941415273
397550,Japan,JPN,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,1971,4.70871693683608
397551,Japan,JPN,Gross fixed capital formation (constant 2005 US$),NE.GDI.FTOT.KD,1971,490065057392.728
397552,Japan,JPN,Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,1971,53125838981200.0
397553,Japan,JPN,Gross fixed capital formation (current LCU),NE.GDI.FTOT.CN,1971,28346221425000.0
397554,Japan,JPN,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,1971,80832688890.6822
397555,Japan,JPN,"Gross intake ratio to Grade 1 of primary education, both sexes (%)",SE.PRM.GINT.ZS,1971,98.64254
397556,Japan,JPN,"Gross intake ratio to Grade 1 of primary education, female (%)",SE.PRM.GINT.FE.ZS,1971,98.41492
397557,Japan,JPN,"Gross intake ratio to Grade 1 of primary education, male (%)",SE.PRM.GINT.MA.ZS,1971,98.86021
397558,Japan,JPN,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,1971,97.37450613149142
397559,Japan,JPN,Gross national expenditure (constant 2005 US$),NE.DAB.TOTL.KD,1971,1692155371273.28
397560,Japan,JPN,Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,1971,177307710476700.0
397561,Japan,JPN,Gross national expenditure (current LCU),NE.DAB.TOTL.CN,1971,80639924518900.0
397562,Japan,JPN,Gross national expenditure (current US$),NE.DAB.TOTL.CD,1971,229954526674.779
397563,Japan,JPN,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,1971,45.48021307257071
397564,Japan,JPN,Gross value added at factor cost (constant 2005 US$),NY.GDP.FCST.KD,1971,1711368322863.61
397565,Japan,JPN,Gross value added at factor cost (constant LCU),NY.GDP.FCST.KN,1971,179049975997200.0
397566,Japan,JPN,Gross value added at factor cost (current LCU),NY.GDP.FCST.CN,1971,81962683934200.0
397567,Japan,JPN,Gross value added at factor cost (current US$),NY.GDP.FCST.CD,1971,233726535602.92
397568,Japan,JPN,Household final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,1971,5.48014159488781
397569,Japan,JPN,Household final consumption expenditure (constant 2005 US$),NE.CON.PRVT.KD,1971,984809182784.787
397570,Japan,JPN,Household final consumption expenditure (constant LCU),NE.CON.PRVT.KN,1971,103280465499800.0
397571,Japan,JPN,Household final consumption expenditure (current LCU),NE.CON.PRVT.CN,1971,41264618866600.0
397572,Japan,JPN,Household final consumption expenditure (current US$),NE.CON.PRVT.CD,1971,117671066242.878
397573,Japan,JPN,Household final consumption expenditure per capita (constant 2005 US$),NE.CON.PRVT.PC.KD,1971,9317.28604203323
397574,Japan,JPN,Household final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,1971,4.13091549162765
397575,Japan,JPN,"Household final consumption expenditure, etc. (% of GDP)",NE.CON.PETC.ZS,1971,50.3598230813795
397576,Japan,JPN,"Household final consumption expenditure, etc. (annual % growth)",NE.CON.PETC.KD.ZG,1971,5.47771003468603
397577,Japan,JPN,"Household final consumption expenditure, etc. (constant 2005 US$)",NE.CON.PETC.KD,1971,920369332269.804
397578,Japan,JPN,"Household final consumption expenditure, etc. (constant LCU)",NE.CON.PETC.KN,1971,96098327593300.0
397579,Japan,JPN,"Household final consumption expenditure, etc. (current LCU)",NE.CON.PETC.CN,1971,41705087844900.0
397580,Japan,JPN,"Household final consumption expenditure, etc. (current US$)",NE.CON.PETC.CD,1971,118927116964.951
397581,Japan,JPN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1971,8.85637286859821
397582,Japan,JPN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1971,7.0452296820598495
397583,Japan,JPN,Imports of goods and services (constant 2005 US$),NE.IMP.GNFS.KD,1971,121126949322.321
397584,Japan,JPN,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1971,13775599957300.0
397585,Japan,JPN,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1971,7334334909700.0
397586,Japan,JPN,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1971,20914745675.8727
397587,Japan,JPN,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,1971,43.2217660133481
397588,Japan,JPN,"Industry, value added (annual % growth)",NV.IND.TOTL.KD.ZG,1971,5.72154742993069
397589,Japan,JPN,"Industry, value added (constant 2005 US$)",NV.IND.TOTL.KD,1971,645694081573.197
397590,Japan,JPN,"Industry, value added (constant LCU)",NV.IND.TOTL.KN,1971,64435333867400.0
397591,Japan,JPN,"Industry, value added (current LCU)",NV.IND.TOTL.CN,1971,35425719468300.0
397592,Japan,JPN,"Industry, value added (current US$)",NV.IND.TOTL.CD,1971,101020736329.399
397593,Japan,JPN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1971,6.3504208110176
397594,Japan,JPN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1971,5.09135193756885
397595,Japan,JPN,"Interest rate spread (lending rate minus deposit rate, %)",FR.INR.LNDP,1971,3.5930833333333303
397596,Japan,JPN,Land area (sq. km),AG.LND.TOTL.K2,1971,366700.0
397597,Japan,JPN,Land under cereal production (hectares),AG.LND.CREL.HA,1971,3092500.0
397598,Japan,JPN,Lending interest rate (%),FR.INR.LEND,1971,7.59308333333333
397599,Japan,JPN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1971,75.49
397600,Japan,JPN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1971,70.4
397601,Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1971,72.8829268292683
397602,Japan,JPN,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,1971,65.58
397603,Japan,JPN,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,1971,98.4669
397604,Japan,JPN,Machinery and transport equipment (% of value added in manufacturing),NV.MNF.MTRN.ZS.UN,1971,21.739900947934107
397605,Japan,JPN,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,1971,93.35938835617428
397606,Japan,JPN,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,1971,24.289954493414
397607,Japan,JPN,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,1971,23995300000.0
397608,Japan,JPN,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1971,23595900000.0
397609,Japan,JPN,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,1971,7.56275454634068
397610,Japan,JPN,Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,1971,10.494619828021
397611,Japan,JPN,Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,1971,4.38720286151408
397612,Japan,JPN,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,1971,1.92448688119546
397613,Japan,JPN,Merchandise exports to developing economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,1971,1.62909658033811
397614,Japan,JPN,Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,1971,3.93458185532232
397615,Japan,JPN,Merchandise exports to developing economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,1971,22.704791934192
397616,Japan,JPN,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,1971,2.32709919943719
397617,Japan,JPN,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,1971,69.7324535194674
397618,Japan,JPN,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,1971,19712100000.0
397619,Japan,JPN,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,1971,19617000000.0
397620,Japan,JPN,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,1971,3.32007952286282
397621,Japan,JPN,Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,1971,12.136412295458
397622,Japan,JPN,Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,1971,4.81826986797166
397623,Japan,JPN,Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,1971,7.344140286486208
397624,Japan,JPN,Merchandise imports from developing economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,1971,2.32349492786869
397625,Japan,JPN,Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,1971,4.70000509761941
397626,Japan,JPN,Merchandise imports from developing economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,1971,31.5364224906968
397627,Japan,JPN,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,1971,8.24285058877504
397628,Japan,JPN,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,1971,65.1434979864403
397629,Japan,JPN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,1971,18.5079482923627
397630,Japan,JPN,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1971,0.0385286239639275
397631,Japan,JPN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1971,97.146
397632,Japan,JPN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1971,164.19
397633,Japan,JPN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1971,12.6
397634,Japan,JPN,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,1971,16.5
397635,Japan,JPN,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,1971,0.0126268358116044
397636,Japan,JPN,Net current transfers from abroad (constant LCU),NY.TRF.NCTR.KN,1971,-199840604983.281
397637,Japan,JPN,Net current transfers from abroad (current LCU),NY.TRF.NCTR.CN,1971,-34218986200.0
397638,Japan,JPN,Net current transfers from abroad (current US$),NY.TRF.NCTR.CD,1971,-97579590.0338117
397639,Japan,JPN,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,1971,99.91434
397640,Japan,JPN,Net income from abroad (current LCU),NY.GSR.NFCY.CN,1971,-94005328700.0
397641,Japan,JPN,Net income from abroad (current US$),NY.GSR.NFCY.CD,1971,-268067597.96816295
397642,Japan,JPN,Net taxes on products (constant LCU),NY.TAX.NIND.KN,1971,1194865044700.0
397643,Japan,JPN,Net taxes on products (current LCU),NY.TAX.NIND.CN,1971,483159944400.0
397644,Japan,JPN,Net taxes on products (current US$),NY.TAX.NIND.CD,1971,1377789190.47319
397645,Japan,JPN,Number of infant deaths,SH.DTH.IMRT,1971,24060.0
397646,Japan,JPN,Number of under-five deaths,SH.DTH.MORT,1971,31160.0
397647,Japan,JPN,Official entrance age to lower secondary education (years),SE.SEC.AGES,1971,12.0
397648,Japan,JPN,Official entrance age to primary education (years),SE.PRM.AGES,1971,6.0
397649,Japan,JPN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1971,350.67769353336195
397650,Japan,JPN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1971,0.00363543330801855
397651,Japan,JPN,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,1971,0.9946217963353968
397652,Japan,JPN,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1971,18.0658754597723
397653,Japan,JPN,Other manufacturing (% of value added in manufacturing),NV.MNF.OTHR.ZS.UN,1971,50.7720209047938
397654,Japan,JPN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1971,8238.0
397655,Japan,JPN,"Patent applications, nonresidents",IP.PAT.NRES,1971,27360.0
397656,Japan,JPN,"Patent applications, residents",IP.PAT.RESD,1971,78425.0
397657,Japan,JPN,Percentage of enrolment in primary education in private institutions (%),SE.PRM.PRIV.ZS,1971,0.57199
397658,Japan,JPN,"Percentage of repeaters in primary education, all grades, both sexes (%)",SE.PRM.REPT.ZS,1971,0.0
397659,Japan,JPN,"Percentage of repeaters in primary education, all grades, female (%)",SE.PRM.REPT.FE.ZS,1971,0.0
397660,Japan,JPN,"Percentage of repeaters in primary education, all grades, male (%)",SE.PRM.REPT.MA.ZS,1971,0.0
397661,Japan,JPN,"Percentage of repeaters in secondary general education, all grades, both sexes (%)",SE.SEC.REPT.ZS,1971,0.0
397662,Japan,JPN,"Percentage of repeaters in secondary general education, all grades, female (%)",SE.SEC.REPT.FE.ZS,1971,0.0
397663,Japan,JPN,"Percentage of repeaters in secondary general education, all grades, male (%)",SE.SEC.REPT.MA.ZS,1971,0.0
397664,Japan,JPN,Percentage of students in primary education who are female (%),SE.PRM.ENRL.FE.ZS,1971,48.86629
397665,Japan,JPN,Percentage of students in secondary education who are female (%),SE.SEC.ENRL.FE.ZS,1971,49.09755
397666,Japan,JPN,Percentage of students in secondary general education who are female (%),SE.SEC.ENRL.GC.FE.ZS,1971,50.26188
397667,Japan,JPN,Percentage of students in secondary vocational education who are female (%),SE.SEC.ENRL.VO.FE.ZS,1971,44.01958
397668,Japan,JPN,Percentage of teachers in primary education who are female (%),SE.PRM.TCHR.FE.ZS,1971,52.58121
397669,Japan,JPN,Percentage of teachers in secondary education who are female (%),SE.SEC.TCHR.FE.ZS,1971,26.05669
397670,Japan,JPN,Percentage of teachers in tertiary education who are female (%),SE.TER.TCHR.FE.ZS,1971,12.4257
397671,Japan,JPN,Permanent cropland (% of land area),AG.LND.CROP.ZS,1971,1.67984728661031
397672,Japan,JPN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1971,1.1
397673,Japan,JPN,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,1971,7.20632282501311
397674,Japan,JPN,Population density (people per sq. km of land area),EN.POP.DNST,1971,288.238341968912
397675,Japan,JPN,Population growth (annual %),SP.POP.GROW,1971,1.28737935528027
397676,Japan,JPN,Population in largest city,EN.URB.LCTY,1971,23928475.0
397677,Japan,JPN,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1971,31.1545229758874
397678,Japan,JPN,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1971,55403970.0
397679,Japan,JPN,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1971,52.417731818310784
397680,Japan,JPN,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,1971,24.0294485004333
397681,Japan,JPN,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,1971,68.7642286745536
397682,Japan,JPN,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,1971,50.944049228252496
397683,Japan,JPN,"Population, total",SP.POP.TOTL,1971,105697000.0
397684,Japan,JPN,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,1971,105.13346000000001
397685,Japan,JPN,"Primary completion rate, female (%)",SE.PRM.CMPT.FE.ZS,1971,105.12628000000001
397686,Japan,JPN,"Primary completion rate, male (%)",SE.PRM.CMPT.MA.ZS,1971,105.14033
397687,Japan,JPN,"Primary to secondary general education transition rate, both sexes (%)",SE.SEC.PROG.ZS,1971,93.57208
397688,Japan,JPN,Pupil-teacher ratio in primary education (headcount basis),SE.PRM.ENRL.TC.ZS,1971,26.392590000000002
397689,Japan,JPN,Pupil-teacher ratio in secondary education (headcount basis),SE.SEC.ENRL.TC.ZS,1971,18.24512
397690,Japan,JPN,Real interest rate (%),FR.INR.RINR,1971,2.3805302240765496
397691,Japan,JPN,"Risk premium on lending (lending rate minus treasury bill rate, %)",FR.INR.RISK,1971,2.42508333333333
397692,Japan,JPN,Rural population,SP.RUR.TOTL,1971,28891218.0
397693,Japan,JPN,Rural population (% of total population),SP.RUR.TOTL.ZS,1971,27.334
397694,Japan,JPN,Rural population growth (annual %),SP.RUR.TOTL.ZG,1971,-1.5582592170197702
397695,Japan,JPN,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,1971,52.32843192693901
397696,Japan,JPN,"Services, etc., value added (annual % growth)",NV.SRV.TETC.KD.ZG,1971,5.39815862650632
397697,Japan,JPN,"Services, etc., value added (constant 2005 US$)",NV.SRV.TETC.KD,1971,1016106175616.54
397698,Japan,JPN,"Services, etc., value added (constant LCU)",NV.SRV.TETC.KN,1971,108318111185200.0
397699,Japan,JPN,"Services, etc., value added (current LCU)",NV.SRV.TETC.CN,1971,42889787268000.0
397700,Japan,JPN,"Services, etc., value added (current US$)",NV.SRV.TETC.CD,1971,122305431078.167
397701,Japan,JPN,Surface area (sq. km),AG.SRF.TOTL.K2,1971,377800.0
397702,Japan,JPN,"Survival rate to Grade 5 of primary education, both sexes (%)",SE.PRM.PRS5.ZS,1971,95.49181999999999
397703,Japan,JPN,"Survival rate to Grade 5 of primary education, female (%)",SE.PRM.PRS5.FE.ZS,1971,95.75189
397704,Japan,JPN,"Survival rate to Grade 5 of primary education, male (%)",SE.PRM.PRS5.MA.ZS,1971,95.24423
397705,Japan,JPN,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,1971,83.7274
397706,Japan,JPN,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,1971,73.66123
397707,Japan,JPN,"Teachers in primary education, both sexes (number)",SE.PRM.TCHR,1971,364906.0
397708,Japan,JPN,"Teachers in secondary education, both sexes (number)",SE.SEC.TCHR,1971,477931.0
397709,Japan,JPN,"Teachers in secondary education, female (number)",SE.SEC.TCHR.FE,1971,124533.0
397710,Japan,JPN,Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,1971,9502786021045.57
397711,Japan,JPN,Textiles and clothing (% of value added in manufacturing),NV.MNF.TXTL.ZS.UN,1971,8.25730216772303
397712,Japan,JPN,Theoretical duration of primary education (years),SE.PRM.DURS,1971,6.0
397713,Japan,JPN,Theoretical duration of secondary education (years),SE.SEC.DURS,1971,6.0
397714,Japan,JPN,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,1971,0.30691041511654804
